utterance,category
how can  i check the bloody eta of purchase 113542617735902,ORDER
how do i inform of an error with online payment,PAYMENT
want asistance to see ur fucking accepted payment methods,PAYMENT
need help checking the compensation current status,REFUND
want help setting a delivery address up,SHIPPING_ADDRESS
want assistance to lodge a customer reclamation,FEEDBACK
can i check when myorder is gonna arrive,DELIVERY
can you help me to file a claim against your  business?,FEEDBACK
wanna see in which situations can i ask for a damn refund,REFUND
"I have got to see how long refudns take, could you help me?",REFUND
what do i have to do to check the fucking early exit fees,CANCELLATION_FEE
what do i need to do to receive a refund of my money,REFUND
i have got to see the accepted payment modalities,PAYMENT
I want assistance to buy several products,ORDER
need to modify the shipping address how could i do it,SHIPPING_ADDRESS
i cannot see urrefund policy,REFUND
hepl me check how soon can i expect the damn package,DELIVERY
how do i swee the bloody ETA of the purchase 00004587345,ORDER
help me to inform of a trouble with online paymnets,PAYMENT
were do i see how soon can i expect my goddamn parcel,DELIVERY
where could I lodge a customer complaint?,FEEDBACK
"I am not happy with yourservices, how do I make a complaint?",FEEDBACK
wanna know more about a bloody delivery address modification,SHIPPING_ADDRESS
i need assistance lodging a complaint against ur company,FEEDBACK
need to cancel the last goddamn purchase i have made,ORDER
need help updating order 00123842,ORDER
want help checking if there are any news on my restitution,REFUND
help me ifle a complaint against ur organization,FEEDBACK
I have to leave some damn feedback about your company,FEEDBACK
I need to add soe articles to order 00123842,ORDER
the payment failed need assistance to report issues,PAYMENT
i do not know how to notify of a bloody issue with payments,PAYMENT
i want help to purchase a fw of ur item,ORDER
need help to see when my product is going to arrive,DELIVERY
whwre can I report a goddamn error with payments?,PAYMENT
i do not know how i can cancel order 113542617735902,ORDER
I am tring to remove several items from order 370795561790,ORDER
can you tell me more about the bloody shipping periods ?,DELIVERY
i need help to check the cancellation charges,CANCELLATION_FEE
want help to leave a bloody comment about a product,FEEDBACK
want help demanding a bloody reimbursement of money,REFUND
I want help lodging a consumer claim against your company,FEEDBACK
need to submit feedback about ur company help me,FEEDBACK
need to list the payment methods how could i do it,PAYMENT
I want to see your reimbursemnet policy,REFUND
i want assistance to edit purchase 113542617735902,ORDER
will ya show me the fucking ETA of order 00004587345,ORDER
can i check the damn ETA of order 00004587345,ORDER
want help to buy a damn product,ORDER
"I wantto see my restitution status, I need help",REFUND
i need assistance with cancelling order 113542617735902,ORDER
how can i shop somethinmg,ORDER
i need help to lodge a claim against ur company,FEEDBACK
I need help checking in what cases can I request refunds,REFUND
can you help me locate purchase00004587345?,ORDER
i have an error updating my adfress,SHIPPING_ADDRESS
what do i need to do to see my bloody refund current status,REFUND
I do not know what to do to cacnel purchase 00004587345,ORDER
I don't know how I can make a claim against your company,FEEDBACK
how to see what goddamn shipping options are there,DELIVERY
can ya help me seeing what delivery options ya ofer,DELIVERY
i have to buy a few of ur item,ORDER
howdo I check the reimbursement status?,REFUND
could ya help me filing a reclamation against ur business,FEEDBACK
i need help submitting some feedback for a product,FEEDBACK
i want assistance seeing ohw soon can i expect the article,DELIVERY
i do not want a goddamn orfder i have made,ORDER
where do I ask for a bloody reimbursement of my money?,REFUND
I'd like to know if there are any news on my damn rebate,REFUND
i have to check in which cases can i request reimbursements,REFUND
i want help seeing purchase 113542617735902 fucking status,ORDER
where can I check your bloody available payment methods?,PAYMENT
would ikt be possible to see the payment methods?,PAYMENT
where can i get my damn money back,REFUND
I am trying to see how long reimbusrements usually take,REFUND
I don't knw how to ask for reimbursements,REFUND
can you help m track the reimbursement?,REFUND
help me to check the eta of the order 00123842,ORDER
i dont want my last fucking article could i cancel the order,ORDER
I try to cancel purchase 370795561790,ORDER
I would like to see what methods for delivery I can choose,DELIVERY
I want to see how long it takes for my purchase to arrive,DELIVERY
can ya help me adding several products to order 00123842,ORDER
help me to check what damn delivery opttions I have,DELIVERY
need to check the refund status could i get some help,REFUND
i want assitsance to see if there are any news on my rebate,REFUND
wanna swap something of purchase 113542617735902,ORDER
want help to receive bloody rebates of my money,REFUND
where do I see the damn termination penalty?,CANCELLATION_FEE
ya have a method to leave feedback for ur prodcts,FEEDBACK
i need assistance with canceling purchase732201349959,ORDER
need help to see the fucking early termination fees,CANCELLATION_FEE
help me file a complaint against ur company,FEEDBACK
how can i see the fucking compensation current status,REFUND
where could i enter a new delivery address,SHIPPING_ADDRESS
i want assistance checking the shipping methods,DELIVERY
need help leaving a bloody opinion for ur products,FEEDBACK
wanna see how soon can i expect the order help me,DELIVERY
what do i have to doto check the cancellation fee,CANCELLATION_FEE
can i see in what cases can i request to be refunded,REFUND
is it possible to modify my shipping address?,SHIPPING_ADDRESS
need to see ur money back guarantee help me,REFUND
where to earn several items,ORDER
I want help to leave some goddamn feedback about a servcie,FEEDBACK
would it be possible to receive restitutions of money,REFUND
want assistance seeing purchase 370795561790 currentstatus,ORDER
how do i purchase a bloody article,ORDER
have problema with adding something to order 00123842,ORDER
tell me your bloody allowed payment modalities,PAYMENT
I need help acquiring an article,ORDER
i need assistance to check my goddamn rebate current status,REFUND
help me seeing if there is anything new on my compensation,REFUND
could I see the bloody status of the reimbursemrnt?,REFUND
could I check the termination charfge?,CANCELLATION_FEE
how  could I submit some feedback about your services?,FEEDBACK
can ya help em to see order 732201349959 current status,ORDER
can I check the termination penalty?,CANCELLATION_FEE
can ushow me when my goddamn shipment is gonna arrive,DELIVERY
need to check the damn termination fee can ya help me,CANCELLATION_FEE
y i cant set the new shipping address valid up,SHIPPING_ADDRESS
could uhelp me see ur money back policy,REFUND
can you help me list your damn allowed payment methods?,PAYMENT
i do not know how to leave damn feedback for ur company,FEEDBACK
help seeing the status of my restitution,REFUND
see in what situations can i request my money back,REFUND
i need help to see what damn shipment methods are avalable,DELIVERY
i try to request rebates of money,REFUND
i have to see when my parcel is gonna arrive how can i do it,DELIVERY
I'd like to see ur refund policy could i get some help,REFUND
i have to list ur fucking allowed payment methods,PAYMENT
could you help me checking thewithdrawal penalties?,CANCELLATION_FEE
ya have an address to send a review about a product,FEEDBACK
need to list ur accepted payment methods how to do it,PAYMENT
i do not know what to do to earn a fucking item,ORDER
would it be possible to notify of payment problems,PAYMENT
want help to correct order 00004587345,ORDER
need help checking in what cases can I ask to be reimbursed,REFUND
can ya help me submit the goddamn new shioping address,SHIPPING_ADDRESS
can I edit ordr 370795561790?,ORDER
can ya help me check the early termination charges,CANCELLATION_FEE
would it be possible to check the methods forshipping,DELIVERY
want help to buy a few of your product,ORDER
i have an error trying to change the shipping address,SHIPPING_ADDRESS
i want help to see the termination fees,CANCELLATION_FEE
i have to shop some products,ORDER
I am trying to chnage the delivery address,SHIPPING_ADDRESS
can i check my restitution status,REFUND
how to see how long it normally takes for my item to arive,DELIVERY
need to check the fucking termination penalties,CANCELLATION_FEE
is it possible to see how long the shiment takes?,DELIVERY
I want assistance purchasing an damn product,ORDER
need assistance checking the available payment modalities,PAYMENT
can ya help me to inform of bloody issues with payment,PAYMENT
I want help lodging a damn reclamation agaist your company,FEEDBACK
where do i demand a refund of money,REFUND
i need assistance setting my secondary delivery address up,SHIPPING_ADDRESS
i have chosen a wrong address by mistake help me changing it,SHIPPING_ADDRESS
i dont know what to do to see how long the shipping takes,DELIVERY
i need help seeing when my damn product is gonna arrive,DELIVERY
problem with canceling order  00123842,ORDER
i have got to cancel purchase 00123842 hw could i do it,ORDER
